feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,target,category
-0.5210889621309163,1.8200348127674395,-0.2891514936776547,3.550288237539445,-1.5592407581753274,1.022446429170619,-1.99965275485262,4.377552679908424,-1.4794347010147035,-0.7780969942068392,-0.021362372441476974,-0.943284104287635,0.28139246916408966,-5.062750653330356,-2.2958247291324803,0.29240397781256366,-1.988539062597738,3.3009149351341303,7.02314606941356,3.447653466996606,0,D
0.8767599891542641,1.3382496307620757,-0.6533533887085696,-2.1737378350168495,-2.5667512460775797,-1.0341454536286148,-2.422887304647717,-0.27922482830400264,-0.6281062787610365,2.23654504899298,-2.0437687015264965,-0.23227944977724513,4.440836515460321,-4.444624454391009,1.7321624937090392,-0.6661038511520918,1.6713720690170035,-8.576025043338444,2.246193985834414,1.7181455782015091,0,A
-0.5144258182617432,0.8816964269577422,1.2044775628769817,1.2162056160061494,1.879129315214451,5.031319877397787,2.851339395903353,1.704554424418949,-2.917133464689015,-1.4330648302683784,0.5662707080586883,1.5238338346150244,5.366617958600435,-0.17039347873008048,-3.330438938407568,6.4131773750931895,1.8607988531341277,6.007411338384342,2.048812805543791,8.667678525093972,1,D
-0.3233536694387154,-0.2491210034887189,-1.4988963561981565,1.2272536619039893,1.3393080985726913,-0.9683551644576447,1.313777341331202,1.5208868371371254,1.4124716574545273,0.42533307400166376,-0.1558090821819066,0.30866198217577456,2.4213327804400198,1.2430034336895626,-1.1253591980021305,0.7426983280185864,1.267235073714719,1.4490593688784525,0.6207883288398998,-0.15560064477049873,1,A
-0.27199997230813616,-0.50189411499767,-0.6727978417886362,-1.3391942171930165,3.6748857100189523,-0.7809264173947543,0.26360063319253,2.3338839411459147,0.3232358295243427,-0.20309068857267,-0.5446233893382973,2.239966280561979,-3.6077979542506013,0.3560405714669399,0.4717433532257569,-1.9945022510393318,4.15329886975351,-2.5356137696331986,-3.7521653987249186,2.0404150787166193,1,D
-0.8404347626697068,0.9435168181527083,-5.7919274693597185,-1.0481900921890959,2.697180247608615,-5.496158548711583,1.3245877026623947,2.035780804841006,2.2264951933816475,0.5558278035470947,1.7606280346244925,1.1487026413895185,-1.4991932733836673,-2.709996673943917,-0.9754422165592038,-5.6224223041987615,-0.04474331595407177,-0.7291583947142211,-0.27140335765211226,-0.687178643585324,1,D
-1.3448867807811995,-0.3789840740581913,-0.3358207231412048,-5.002732387729847,-1.9549756760771901,0.5354021008510943,-2.1939524367453447,3.5707062845248796,-4.730816325055791,2.523664202772151,0.809779272561425,-1.0930781236527811,5.030349794955034,-5.994421299586929,0.4630880239601084,2.7099235362958316,0.2737338422163096,1.385748519216338,7.10464994985865,5.118770662226515,0,B
0.21087235851051478,0.9831784809990213,-2.0628345978486076,1.4974634952560253,0.5400495062239994,-2.32286660028947,-2.3869494564363363,-1.9812190630894029,2.1637861571931567,2.6271306867049877,0.012390076194007553,0.7788705130905862,4.643103261601412,-1.648361262197907,-5.7631202873982925,-3.1301745816222613,0.2581651841419501,-5.218423743132323,3.1678708815061984,1.7193033012413683,1,A
-1.5648544249554606,-0.3521804481195873,1.9017901636497787,-6.5218793951968,-2.2131411791170215,5.2292255818642115,-0.8034014999241434,1.7635363106636976,-0.8465456701943777,-1.7858635427479341,-0.07051955272741914,0.6855559016378046,0.19549203278677973,-1.706847225340839,-5.243079217146806,4.91005140912719,3.7405537923870305,8.772249713968503,9.526942706149049,-0.03431534600289887,0,D
0.02080402377254423,1.2158735621989807,0.8592572223521463,-1.9016867523786267,-3.0002680330318556,-7.6731069511900465,-0.039933366061457365,2.0108636032795877,2.632607252537379,-3.871472888134441,0.48801348637600983,-0.3786948551180169,-3.9277391493807046,-1.3396701941271572,-5.146800453777282,1.7636414000407874,0.612585542602659,-1.5417725687865442,16.201897868677026,1.9505346343686996,0,C
,,,,,,,,,,,,,,,,,,,,1,D
